initial	answer	clue	category	level	example
ㅊ	천천히	lentamente; despacio	adverbios	1	천천히 걸어가세요.
ㅊ	청소하다	limpiar	vida diaria	1	방을 청소해요.
ㅊ	초등학교	escuela primaria	educación	1	초등학교에 다녀요.
ㅊ	초록색	color verde	colores	1	초록색 나무예요.
ㅊ	축구	fútbol	deportes	1	축구를 좋아해요.
ㅊ	출구	salida; puerta de salida	lugares	1	출구가 어디예요?
ㅊ	춥다	hacer frío; ser frío	adjetivos	1	오늘은 날씨가 추워요.
ㅊ	취미	pasatiempo; afición	actividades	1	제 취미는 요리예요.
ㅊ	치마	falda	ropa	1	치마가 예뻐요.
ㅊ	친구	amigo/a	personas	1	친한 친구가 몇 명이에요?
ㅊ	칠	siete	números	1	칠 층이에요.
ㅊ	칠판	pizarra	educación	1	칠판을 봐요.
ㅊ	침대	cama	hogar	1	침대에서 자요.
ㅋ	카드	tarjeta	objetos	1	카드로 계산해요.
ㅋ	카페	cafetería	lugares	1	카페에서 커피를 마셔요.
ㅋ	칼	cuchillo	objetos	1	칼로 자르세요.
ㅋ	커피	café	comida	1	커피를 마셔요.
ㅋ	컴퓨터	computadora	tecnología	1	컴퓨터를 사용해요.
ㅋ	컵	taza; vaso	utensilios	1	컵에 물이 있어요.
ㅋ	케이크	pastel	comida	1	케이크를 먹어요.
ㅋ	코	nariz	cuerpo	1	코가 아파요.
ㅋ	크다	ser grande; alto	adjetivos	1	수박은 사과보다 커요.
ㅋ	키	altura	personas	1	제 친구는 저보다 키가 작아요.
ㅌ	타다	subir a; tomar un transporte	verbos	1	지하철을 타고 학교에 가요.
ㅌ	텔레비전	televisión	medios	1	텔레비전을 봐요.
ㅌ	토요일	sábado	tiempo	1	토요일에 쉬어요.
ㅍ	파란색	color azul	colores	1	파란색 하늘이에요.
ㅍ	파스타	pasta	comida	1	파스타를 먹어요.
ㅍ	팔	ocho	números	1	팔 시예요.
ㅍ	팔	brazo	cuerpo	1	팔을 들어요.
ㅍ	팔다	vender	verbos	1	시장에서 과일을 팔아요.
ㅍ	편의점	tienda de conveniencia	lugares	1	편의점에서 물을 샀어요.
ㅍ	편지	carta	comunicación	1	부모님께 편지를 써요.
ㅍ	피자	pizza	comida	1	피자를 먹어요.
ㅎ	하나	uno	números	1	사과 하나 주세요.
ㅎ	하늘	cielo	naturaleza	1	하늘이 파래요.
ㅎ	하다	hacer	verbos	1	숙제를 해요.
ㅎ	하루	un día	tiempo	1	하루 동안 서울을 여행했어요.
ㅎ	하얀색	color blanco	colores	1	하얀색 옷이에요.
ㅎ	하얗다	ser blanco	adjetivos	1	어젯밤에 하얀 눈이 많이 내렸어요.
ㅎ	학교	escuela	educación	1	오늘은 학교에 안 가요.
ㅎ	학생	estudiante	educación	1	학생이에요.
ㅎ	한국어	idioma coreano	idiomas	1	한국어를 배워요.
ㅎ	한번	una vez	adverbios	1	이 음식을 한번 드셔 보세요.
ㅎ	함께	juntos; junto con	adverbios	1	이번 주말에 부모님과 함께 제주도에 가요.
ㅎ	항상	siempre	adverbios	1	저는 공부할 때 항상 음악을 들어요.
ㅎ	허리	cintura; zona lumbar	cuerpo	1	허리가 아파요.
ㅎ	형	hermano mayor (para hombres)	familia	1	형과 운동해요.
ㅎ	호텔	hotel	viajes	1	호텔에 가요.
ㅎ	혼자	solo; a solas	adverbios	1	저는 혼자 살아요.
ㅎ	화장실	baño; sanitario	lugares	1	여자 화장실은 2층에 있어요.
ㅎ	회사	empresa	trabajo	1	저는 한국 회사에서 일해요.
ㅎ	휴대전화	teléfono celular	objetos	1	휴대전화가 있어요.
ㅎ	휴지	papel higiénico/pañuelo	objetos	1	휴지가 필요해요.
ㅎ	흰색	color blanco	colores	1	흰색 옷이 잘 어울려요.
